Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
T08-Pendaftaran,Firefox 117.0,,,2023-10-05 16:32:25,2023-10-05 16:40:47,8m - 21.372s,FAILED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-PS-001,Firefox 117.0,User melakukan pendaftaran melalui menu Register dan  berhasil melakukan pendaftaran akun,,2023-10-05 16:32:26,2023-10-05 16:32:46,20.662s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-10-05 16:32:26,2023-10-05 16:32:35,8.457s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-10-05 16:32:35,2023-10-05 16:32:35,0.168s,PASSED
"verifyElementPresent(findTestObject(""verifikasi halaman tajalapak sebelum daftar""), 0)",Firefox 117.0,,,2023-10-05 16:32:35,2023-10-05 16:32:35,0.650s,PASSED
"click(findTestObject(""Pendaftaran/button Register""))",Firefox 117.0,,,2023-10-05 16:32:35,2023-10-05 16:32:36,0.899s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi masuk helamaan daftar""), 0)",Firefox 117.0,,,2023-10-05 16:32:36,2023-10-05 16:32:37,0.505s,PASSED
"setText(findTestObject(""Pendaftaran/input username""), username)",Firefox 117.0,,,2023-10-05 16:32:37,2023-10-05 16:32:38,0.794s,PASSED
"setText(findTestObject(""Pendaftaran/input email""), email)",Firefox 117.0,,,2023-10-05 16:32:38,2023-10-05 16:32:38,0.685s,PASSED
"setText(findTestObject(""Pendaftaran/input Nomor Telephon""), noHP)",Firefox 117.0,,,2023-10-05 16:32:38,2023-10-05 16:32:39,0.680s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Firefox 117.0,,,2023-10-05 16:32:39,2023-10-05 16:32:40,0.646s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Firefox 117.0,,,2023-10-05 16:32:40,2023-10-05 16:32:40,0.507s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input konfirmasi password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Firefox 117.0,,,2023-10-05 16:32:40,2023-10-05 16:32:41,0.404s,PASSED
"click(findTestObject(""Pendaftaran/button_Daftar""))",Firefox 117.0,,,2023-10-05 16:32:41,2023-10-05 16:32:44,3.169s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi berhasil daftar""), 0)",Firefox 117.0,,,2023-10-05 16:32:44,2023-10-05 16:32:44,0.577s,PASSED
"usn = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil username NEW""), ""value"")",Firefox 117.0,,,2023-10-05 16:32:44,2023-10-05 16:32:45,0.620s,PASSED
