Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
Integer.parseInt(kodee),Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.000s,PASSED
code = Double.parseDouble(kodee),Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.001s,PASSED
tOng = ongkir1 + sub,Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.008s,PASSED
println(tOng),Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.003s,PASSED
totalBayar = tOng + Admin + code,Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.006s,PASSED
println(totalBayar),Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.002s,PASSED
totalBayar1 = totalBayar,Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.011s,PASSED
println(totalBayar1),Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:13,0.003s,PASSED
"total = getText(findTestObject(""co saldo akun/new total harga tf""))",Firefox 117.0,,,2023-10-06 12:14:13,2023-10-06 12:14:14,1.218s,PASSED
"total1 = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.002s,PASSED
total2 = Integer.parseInt(total1),Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.006s,PASSED
println(total2),Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.002s,PASSED
assert totalBayar1 == total2,Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.008s,PASSED
data = new java.util.HashMap(),Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.002s,PASSED
"data.put(""invoice"", noPesanan)",Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.004s,PASSED
"data.put(""namaPengirim"", pengirim)",Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.002s,PASSED
"data.put(""totalBayar"", totalharga)",Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.003s,PASSED
"data.put(""totalOngkir"", tOng)",Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.002s,PASSED
return data,Firefox 117.0,,,2023-10-06 12:14:14,2023-10-06 12:14:14,0.001s,PASSED
,,,,,,,
Test Cases/T08 - Konfirmasi Pesanan/TC-OS-002,Firefox 117.0,user melakukan order produk dengan menggunakan metode bayar saldo akun,,2023-10-06 12:14:14,2023-10-06 12:15:05,50.643s,PASSED
"callTestCase(findTestCase(""T08 - Konfirmasi Pesanan/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-06 12:14:18,2023-10-06 12:14:37,18.941s,PASSED
"sisaSaldo = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:14:37,2023-10-06 12:14:37,0.648s,PASSED
println(sisaSaldo),Firefox 117.0,,,2023-10-06 12:14:37,2023-10-06 12:14:37,0.010s,PASSED
saldo = Integer.parseInt(sisaSaldo),Firefox 117.0,,,2023-10-06 12:14:37,2023-10-06 12:14:37,0.004s,PASSED
println(saldo),Firefox 117.0,,,2023-10-06 12:14:37,2023-10-06 12:14:37,0.001s,PASSED
"setText(findTestObject(""chekout/input aku mau belanja""), ""acer"")",Firefox 117.0,,,2023-10-06 12:14:37,2023-10-06 12:14:38,0.997s,PASSED
"click(findTestObject(""chekout/button_Cari di halaman tajalapak""))",Firefox 117.0,,,2023-10-06 12:14:38,2023-10-06 12:14:40,1.765s,PASSED
"click(findTestObject(""chekout/NEW read more acer""))",Firefox 117.0,,,2023-10-06 12:14:40,2023-10-06 12:14:42,2.133s,PASSED
"click(findTestObject(""chekout/button_Beli Sekarang di detail produk""))",Firefox 117.0,,,2023-10-06 12:14:42,2023-10-06 12:14:44,2.138s,PASSED
"verifyElementPresent(findTestObject(""chekout/halaman keranjang belanja""), 0)",Firefox 117.0,,,2023-10-06 12:14:44,2023-10-06 12:14:46,1.256s,PASSED
"click(findTestObject(""chekout/button_Lanjut ke Pembayaran""))",Firefox 117.0,,,2023-10-06 12:14:46,2023-10-06 12:14:48,2.228s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/chekout/select_- Kirim via Kurir Lokal -Roda 2Roda 4""), Roda, false)",Firefox 117.0,,,2023-10-06 12:14:48,2023-10-06 12:14:49,1.369s,PASSED
"click(findTestObject(""chekout/jenis kendaraan""))",Firefox 117.0,,,2023-10-06 12:14:49,2023-10-06 12:14:50,0.829s,PASSED
"if (toString().equalsIgnoreCase(""transfer""))",Firefox 117.0,,,2023-10-06 12:14:50,2023-10-06 12:14:50,0.003s,PASSED
"else if (toString().equalsIgnoreCase(""saldo""))",Firefox 117.0,,,2023-10-06 12:14:50,2023-10-06 12:14:51,0.996s,PASSED
"click(findTestObject(""chekout/button_Proses Pembayaran""))",Firefox 117.0,,,2023-10-06 12:14:51,2023-10-06 12:14:57,6.241s,PASSED
"invoice = getText(findTestObject(""Object Repository/co saldo akun/saldo akun no invoice""))",Firefox 117.0,,,2023-10-06 12:14:57,2023-10-06 12:14:58,0.838s,PASSED
println(invoice),Firefox 117.0,,,2023-10-06 12:14:58,2023-10-06 12:14:58,0.000s,PASSED
"penerima = getText(findTestObject(""Object Repository/chekout/dikirim kepada sama dengan pengirim di tf di konfirmaasi bayar""))",Firefox 117.0,,,2023-10-06 12:14:58,2023-10-06 12:14:59,0.366s,PASSED
println(penerima),Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.004s,PASSED
"total = getText(findTestObject(""Object Repository/chekout/total harga bayar""))",Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.451s,PASSED
println(total),Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.001s,PASSED
"total1 = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.001s,PASSED
totalHarga = Integer.parseInt(total1),Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.001s,PASSED
println(totalHarga),Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.001s,PASSED
"ongkir = getText(findTestObject(""Object Repository/co saldo akun/ongkir""))",Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.366s,PASSED
"ongkir1 = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.004s,PASSED
ongkosKirim = Integer.parseInt(ongkir1),Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.000s,PASSED
println(ongkosKirim),Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:14:59,0.000s,PASSED
"admin = getText(findTestObject(""Object Repository/co saldo akun/fee admin""))",Firefox 117.0,,,2023-10-06 12:14:59,2023-10-06 12:15:00,0.670s,PASSED
"admin1 = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:15:00,2023-10-06 12:15:00,0.002s,PASSED
Badmin = Integer.parseInt(admin1),Firefox 117.0,,,2023-10-06 12:15:00,2023-10-06 12:15:00,0.001s,PASSED
println(Badmin),Firefox 117.0,,,2023-10-06 12:15:00,2023-10-06 12:15:00,0.006s,PASSED
"sub = getText(findTestObject(""Object Repository/co saldo akun/subtotal""))",Firefox 117.0,,,2023-10-06 12:15:00,2023-10-06 12:15:01,0.566s,PASSED
"sub1 = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
subtotal = Integer.parseInt(sub1),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
println(subtotal),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.003s,PASSED
tOng = ongkosKirim + subtotal,Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.013s,PASSED
println(tOng),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
"unik = getText(findTestObject(""Object Repository/co saldo akun/kode unik""))",Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.555s,PASSED
"unik1 = replace(""+"", """").trim()",Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
kode = Integer.parseInt(unik1),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.003s,PASSED
println(kode),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
totalBayar = ongkosKirim + Badmin + subtotal + kode,Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.003s,PASSED
println(totalBayar),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
assert totalBayar == totalHarga,Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.003s,PASSED
TotalSaldo = saldo - totalBayar,Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.020s,PASSED
println(TotalSaldo),Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:01,0.002s,PASSED
"click(findTestObject(""Object Repository/konfirmasi pesanan/a_Akun 0""))",Firefox 117.0,,,2023-10-06 12:15:01,2023-10-06 12:15:02,0.651s,PASSED
"click(findTestObject(""Object Repository/konfirmasi pesanan/a_Profile""))",Firefox 117.0,,,2023-10-06 12:15:02,2023-10-06 12:15:04,1.752s,PASSED
"SiSaldo = replace("","", """").trim()",Firefox 117.0,,,2023-10-06 12:15:04,2023-10-06 12:15:05,0.882s,PASSED
println(SiSaldo),Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
saldo1 = Integer.parseInt(SiSaldo),Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
println(saldo1),Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
assert saldo1 == TotalSaldo,Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
data1 = new java.util.HashMap(),Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
"data1.put(""invoice"", invoice)",Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
"data1.put(""nmPengirim"", penerima)",Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.001s,PASSED
"data1.put(""hargaBayar"", total)",Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.001s,PASSED
"data1.put(""totalOngkir"", tOng)",Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.001s,PASSED
return data1,Firefox 117.0,,,2023-10-06 12:15:05,2023-10-06 12:15:05,0.002s,PASSED
,,,,,,,
Test Cases/T08 - Konfirmasi Pesanan/TC-KS-001,Firefox 117.0,User berhasil melakukan konfirmasi bayar melalui menu akun,,2023-10-06 12:15:05,2023-10-06 12:16:04,59.090s,PASSED
"data = callTestCase(findTestCase(""T08 - Konfirmasi Pesanan/TC-OS-001""), [""Roda"":""2"", ""MetodePembayaran"":""transfer""], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-06 12:15:06,2023-10-06 12:15:49,43.425s,PASSED
"noInvoice = data.get(""invoice"")",Firefox 117.0,,,2023-10-06 12:15:49,2023-10-06 12:15:49,0.010s,PASSED
"nmPengirim = data.get(""namaPengirim"")",Firefox 117.0,,,2023-10-06 12:15:49,2023-10-06 12:15:49,0.001s,PASSED
"ttlBayar = data.get(""totalBayar"")",Firefox 117.0,,,2023-10-06 12:15:49,2023-10-06 12:15:49,0.001s,PASSED
"click(findTestObject(""konfirmasi pesanan/a_Akun 0""))",Firefox 117.0,,,2023-10-06 12:15:49,2023-10-06 12:15:50,1.045s,PASSED
"click(findTestObject(""konfirmasi pesanan/a_Profile""))",Firefox 117.0,,,2023-10-06 12:15:50,2023-10-06 12:15:52,2.039s,PASSED
"click(findTestObject(""konfirmasi pesanan/a_Pembelian""))",Firefox 117.0,,,2023-10-06 12:15:52,2023-10-06 12:15:54,1.657s,PASSED
"click(findTestObject(""konfirmasi pesanan/new konfirmasi bayar""))",Firefox 117.0,,,2023-10-06 12:15:54,2023-10-06 12:15:55,1.433s,PASSED
"verifyElementPresent(findTestObject(""konfirmasi pesanan/verifikasi user masuk halaman konfirmasi bayar dari akun profil""), 0)",Firefox 117.0,,,2023-10-06 12:15:55,2023-10-06 12:15:56,0.681s,PASSED
"uploadFile(findTestObject(""konfirmasi pesanan/input_Upload Bukti Transfer_f""), ""F:\bootcamp\Miniproject\transfer.jpg"")",Firefox 117.0,,,2023-10-06 12:15:56,2023-10-06 12:15:57,0.783s,PASSED
"totalBayar = getAttribute(findTestObject(""Object Repository/konfirmasi pesanan/input_Total TagihanTransfer_b""), ""value"")",Firefox 117.0,,,2023-10-06 12:15:57,2023-10-06 12:15:58,0.773s,PASSED
"selectOptionByValue(findTestObject(""konfirmasi pesanan/select dropdown trasfer""), transfe, false)",Firefox 117.0,,,2023-10-06 12:15:58,2023-10-06 12:15:59,1.150s,PASSED
"naamaPengirim = getAttribute(findTestObject(""Object Repository/konfirmasi pesanan/input_Nama Pengirim_d""), ""value"")",Firefox 117.0,,,2023-10-06 12:15:59,2023-10-06 12:15:59,0.717s,PASSED
println(naamaPengirim),Firefox 117.0,,,2023-10-06 12:15:59,2023-10-06 12:15:59,0.002s,PASSED
"tanggal = getAttribute(findTestObject(""Object Repository/konfirmasi pesanan/input_Tanggal Transfer_e""), ""value"")",Firefox 117.0,,,2023-10-06 12:15:59,2023-10-06 12:16:00,0.527s,PASSED
println(tanggal),Firefox 117.0,,,2023-10-06 12:16:00,2023-10-06 12:16:00,0.001s,PASSED
"select = new org.openqa.selenium.support.ui.Select(com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver().findElement(org.openqa.selenium.By.xpath(//select[@name=""c""])))",Firefox 117.0,,,2023-10-06 12:16:00,2023-10-06 12:16:01,0.721s,PASSED
transfer = getFirstSelectedOption().getText(),Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.343s,PASSED
"trans = transfer.split(""-"")",Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.010s,PASSED
"transf = """"",Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.000s,PASSED
"for ([i = 0, i < length, (i++)])",Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.006s,PASSED
println(transf),Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.001s,PASSED
assert trim().equalsIgnoreCase(ttlBayar.trim()),Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.003s,PASSED
assert trim().equalsIgnoreCase(nmPengirim.trim()),Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:01,0.001s,PASSED
"click(findTestObject(""konfirmasi pesanan/button_Konfirmasi Pembayaran""))",Firefox 117.0,,,2023-10-06 12:16:01,2023-10-06 12:16:03,1.915s,PASSED
"verifyElementText(findTestObject(""konfirmasi pesanan/verifikasi sukses melakukan pembayaran pesanan""), ""Sukses Melakukan Konfirmasi Pembayaran Pesanan!"")",Firefox 117.0,,,2023-10-06 12:16:03,2023-10-06 12:16:04,0.758s,PASSED
"data.put(""namaHasilInput"", naamaPengirim)",Firefox 117.0,,,2023-10-06 12:16:04,2023-10-06 12:16:04,0.002s,PASSED
"data.put(""date"", tanggal)",Firefox 117.0,,,2023-10-06 12:16:04,2023-10-06 12:16:04,0.001s,PASSED
"data.put(""noRekening"", transf)",Firefox 117.0,,,2023-10-06 12:16:04,2023-10-06 12:16:04,0.001s,PASSED
"data.put(""inputJmlTf"", totalBayar)",Firefox 117.0,,,2023-10-06 12:16:04,2023-10-06 12:16:04,0.001s,PASSED
return data,Firefox 117.0,,,2023-10-06 12:16:04,2023-10-06 12:16:04,0.000s,PASSED
,,,,,,,
Test Cases/T08 - Konfirmasi Pesanan/TC-KS-002,Firefox 117.0,User melakukan konfirmasi Pesanan melalui menu profil kemudian memilih konfirmasi pembayaran lanjut melakukan konfirmasi pesanan,,2023-10-06 12:16:04,2023-10-06 12:17:09,1m - 5.575s,FAILED
"data = callTestCase(findTestCase(""T08 - Konfirmasi Pesanan/TC-KS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-06 12:16:05,2023-10-06 12:17:04,58.454s,PASSED
"noPesanan = data.get(""invoice"")",Firefox 117.0,,,2023-10-06 12:17:04,2023-10-06 12:17:04,0.004s,PASSED
"name = data.get(""namaPengirim"")",Firefox 117.0,,,2023-10-06 12:17:04,2023-10-06 12:17:04,0.003s,PASSED
"count = data.get(""totalBayar"")",Firefox 117.0,,,2023-10-06 12:17:04,2023-10-06 12:17:04,0.001s,PASSED
"setText(findTestObject(""konfirmasi pesanan/input nomor pesanan""), noPesanan)",Firefox 117.0,,,2023-10-06 12:17:04,2023-10-06 12:17:05,1.013s,PASSED
"setText(findTestObject(""konfirmasi pesanan/input email di konfirmasi pesanan""), email)",Firefox 117.0,,,2023-10-06 12:17:05,2023-10-06 12:17:06,1.378s,PASSED
"click(findTestObject(""konfirmasi pesanan/button_Submit""))",Firefox 117.0,,,2023-10-06 12:17:06,2023-10-06 12:17:08,1.553s,PASSED
"verifyElementText(findTestObject(""konfirmasi pesanan/verifikasi sudah melakukan konfirmasi sekali di menu akun""), ""Sukses Melakukan Konfirmasi Pesanan!"")",Firefox 117.0,,,2023-10-06 12:17:08,2023-10-06 12:17:09,1.610s,FAILED
,,,,,,,
Test Cases/T08 - Konfirmasi Pesanan/TC-KS-003,Firefox 117.0,User melakukan Konfirmasi melalui menu Shop kemudian memilih Konfirmasi Orders tanpa melakukan login,,2023-10-06 12:17:09,2023-10-06 12:18:07,57.284s,PASSED
"data = callTestCase(findTestCase(""T08 - Konfirmasi Pesanan/TC-OS-001""), [""Roda"":""2"", ""MetodePembayaran"":""transfer""], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-06 12:17:10,2023-10-06 12:17:57,46.874s,PASSED
"noPesanan = data.get(""invoice"")",Firefox 117.0,,,2023-10-06 12:17:57,2023-10-06 12:17:57,0.002s,PASSED
"name = data.get(""namaPengirim"")",Firefox 117.0,,,2023-10-06 12:17:57,2023-10-06 12:17:57,0.002s,PASSED
"count = data.get(""totalBayar"")",Firefox 117.0,,,2023-10-06 12:17:57,2023-10-06 12:17:57,0.001s,PASSED
"click(findTestObject(""konfirmasi pesanan/a_Logout""))",Firefox 117.0,,,2023-10-06 12:17:57,2023-10-06 12:18:00,2.490s,PASSED
"verifyElementPresent(findTestObject(""verifikasi halaman tajalapak sebelum daftar""), 0)",Firefox 117.0,,,2023-10-06 12:18:00,2023-10-06 12:18:00,0.727s,PASSED
"mouseOver(findTestObject(""konfirmasi pesanan/a_Shop""))",Firefox 117.0,,,2023-10-06 12:18:00,2023-10-06 12:18:02,1.192s,PASSED
"click(findTestObject(""konfirmasi pesanan/a_Konfirmasi Orders""))",Firefox 117.0,,,2023-10-06 12:18:02,2023-10-06 12:18:03,1.625s,PASSED
"setText(findTestObject(""konfirmasi pesanan/input_No Pesanan_a di shop""), noPesanan)",Firefox 117.0,,,2023-10-06 12:18:03,2023-10-06 12:18:04,1.139s,PASSED
"setText(findTestObject(""konfirmasi pesanan/input_Alamat E-mail_form-control""), email)",Firefox 117.0,,,2023-10-06 12:18:04,2023-10-06 12:18:05,0.922s,PASSED
"click(findTestObject(""konfirmasi pesanan/button_Submit""))",Firefox 117.0,,,2023-10-06 12:18:05,2023-10-06 12:18:07,1.449s,PASSED
return data,Firefox 117.0,,,2023-10-06 12:18:07,2023-10-06 12:18:07,0.000s,PASSED
,,,,,,,
Test Cases/T08 - Konfirmasi Pesanan/TC-KS-004,Firefox 117.0,User melakukan konfirmasi data transfer tanpa melakukan Login terlebih dahulu,,2023-10-06 12:18:07,2023-10-06 12:19:10,1m - 3.312s,PASSED
"data = callTestCase(findTestCase(""T08 - Konfirmasi Pesanan/TC-KS-003""), [""noInvoice"":"" 	TRX91.20230911105711"", ""email"":""runarun@gmail.com""], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-06 12:18:08,2023-10-06 12:19:03,54.891s,PASSED
"noPesanan = data.get(""invoice"")",Firefox 117.0,,,2023-10-06 12:19:03,2023-10-06 12:19:03,0.004s,PASSED
"name = data.get(""namaPengirim"")",Firefox 117.0,,,2023-10-06 12:19:03,2023-10-06 12:19:03,0.001s,PASSED
"count = data.get(""totalBayar"")",Firefox 117.0,,,2023-10-06 12:19:03,2023-10-06 12:19:03,0.002s,PASSED
"clearText(findTestObject(""konfirmasi pesanan/input_Total TagihanTransfer_b""))",Firefox 117.0,,,2023-10-06 12:19:03,2023-10-06 12:19:04,0.816s,PASSED
"setText(findTestObject(""konfirmasi pesanan/input_Total TagihanTransfer_b""), count)",Firefox 117.0,,,2023-10-06 12:19:04,2023-10-06 12:19:04,0.734s,PASSED
"selectOptionByValue(findTestObject(""konfirmasi pesanan/select dropdown trasfer""), transfer, false)",Firefox 117.0,,,2023-10-06 12:19:04,2023-10-06 12:19:05,0.921s,PASSED
"clearText(findTestObject(""konfirmasi pesanan/input_Nama Pengirim_d""))",Firefox 117.0,,,2023-10-06 12:19:05,2023-10-06 12:19:06,0.572s,PASSED
