Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
assert trim().equalsIgnoreCase(Facebook.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.008s,PASSED
assert trim().equalsIgnoreCase(Twitter.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.001s,PASSED
assert trim().equalsIgnoreCase(Instagram.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.002s,PASSED
assert trim().equalsIgnoreCase(Whatsapp.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.000s,PASSED
assert trim().equalsIgnoreCase(Telegram.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.001s,PASSED
assert trim().equalsIgnoreCase(Youtube.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.001s,PASSED
assert trim().equalsIgnoreCase(LinkedIn.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.001s,PASSED
assert trim().equalsIgnoreCase(Google.trim()),Firefox 117.0,,,2023-10-03 10:56:46,2023-10-03 10:56:46,0.001s,PASSED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMS-002,Firefox 117.0,User melakukan edit salah satu atau lebih Sosial media dengan menggunakan inputan yang valid,,2023-10-03 10:56:46,2023-10-03 10:57:17,30.951s,PASSED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 10:56:47,2023-10-03 10:57:07,19.446s,PASSED
"verifyElementPresent(findTestObject(""edit sosial media/verifikasi masuk halaman biodata diri""), 0)",Firefox 117.0,,,2023-10-03 10:57:07,2023-10-03 10:57:07,0.601s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 10:57:07,2023-10-03 10:57:09,1.617s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 10:57:09,2023-10-03 10:57:10,1.418s,PASSED
"clearText(findTestObject(""edit sosial media/input_Facebook_a""))",Firefox 117.0,,,2023-10-03 10:57:10,2023-10-03 10:57:11,0.836s,PASSED
"setText(findTestObject(""edit sosial media/input_Facebook_a""), facebook)",Firefox 117.0,,,2023-10-03 10:57:11,2023-10-03 10:57:12,0.981s,PASSED
"clearText(findTestObject(""edit sosial media/input_Instagram_c""))",Firefox 117.0,,,2023-10-03 10:57:12,2023-10-03 10:57:13,0.660s,PASSED
"setText(findTestObject(""edit sosial media/input_Instagram_c""), instagram)",Firefox 117.0,,,2023-10-03 10:57:13,2023-10-03 10:57:14,0.971s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 10:57:14,2023-10-03 10:57:16,1.945s,PASSED
"face = getText(findTestObject(""Object Repository/hasil sosmed/hasil facebook_a""))",Firefox 117.0,,,2023-10-03 10:57:16,2023-10-03 10:57:16,0.880s,PASSED
"insta = getText(findTestObject(""Object Repository/hasil sosmed/hasil Instagram_c""))",Firefox 117.0,,,2023-10-03 10:57:16,2023-10-03 10:57:17,0.503s,PASSED
assert trim().equalsIgnoreCase(facebook.trim()),Firefox 117.0,,,2023-10-03 10:57:17,2023-10-03 10:57:17,0.006s,PASSED
assert trim().equalsIgnoreCase(instagram.trim()),Firefox 117.0,,,2023-10-03 10:57:17,2023-10-03 10:57:17,0.002s,PASSED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMS-003,Firefox 117.0,user melakukan edit sosial media Twitter dengan menghapus nama akun twiter,,2023-10-03 10:57:17,2023-10-03 10:57:43,26.120s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 10:57:18,2023-10-03 10:57:35,17.171s,PASSED
"verifyElementPresent(findTestObject(""edit sosial media/verifikasi masuk halaman biodata diri""), 0)",Firefox 117.0,,,2023-10-03 10:57:35,2023-10-03 10:57:36,0.602s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 10:57:36,2023-10-03 10:57:37,1.329s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 10:57:37,2023-10-03 10:57:39,1.451s,PASSED
"clearText(findTestObject(""edit sosial media/input_Twitter_b""))",Firefox 117.0,,,2023-10-03 10:57:39,2023-10-03 10:57:40,0.878s,PASSED
"setText(findTestObject(""edit sosial media/input_Twitter_b""), twitter)",Firefox 117.0,,,2023-10-03 10:57:40,2023-10-03 10:57:41,0.943s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 10:57:41,2023-10-03 10:57:42,1.705s,PASSED
"twit = getText(findTestObject(""Object Repository/hasil sosmed/hasil twitter_b""))",Firefox 117.0,,,2023-10-03 10:57:42,2023-10-03 10:57:43,0.896s,PASSED
assert trim().equalsIgnoreCase(twitter.trim()),Firefox 117.0,,,2023-10-03 10:57:43,2023-10-03 10:57:43,0.063s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMS-004,Firefox 117.0,User edit sosial media youtube dan linkedin dengan inputan alamat url,,2023-10-03 10:57:43,2023-10-03 10:58:13,29.765s,PASSED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 10:57:46,2023-10-03 10:58:03,17.323s,PASSED
"verifyElementPresent(findTestObject(""edit sosial media/verifikasi masuk halaman biodata diri""), 0)",Firefox 117.0,,,2023-10-03 10:58:03,2023-10-03 10:58:04,0.596s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 10:58:04,2023-10-03 10:58:05,1.713s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 10:58:05,2023-10-03 10:58:07,1.673s,PASSED
"clearText(findTestObject(""edit sosial media/input_Youtube_f""))",Firefox 117.0,,,2023-10-03 10:58:07,2023-10-03 10:58:08,0.728s,PASSED
"setText(findTestObject(""edit sosial media/input_Youtube_f""), youtube)",Firefox 117.0,,,2023-10-03 10:58:08,2023-10-03 10:58:09,0.852s,PASSED
"clearText(findTestObject(""edit sosial media/input_LinkedIn_g""))",Firefox 117.0,,,2023-10-03 10:58:09,2023-10-03 10:58:09,0.650s,PASSED
"setText(findTestObject(""edit sosial media/input_LinkedIn_g""), linkedin)",Firefox 117.0,,,2023-10-03 10:58:09,2023-10-03 10:58:10,0.979s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 10:58:10,2023-10-03 10:58:12,1.501s,PASSED
"yt = getText(findTestObject(""hasil sosmed/hasil youtube f""))",Firefox 117.0,,,2023-10-03 10:58:12,2023-10-03 10:58:13,0.939s,PASSED
"lind = getText(findTestObject(""hasil sosmed/hasil linkedin g""))",Firefox 117.0,,,2023-10-03 10:58:13,2023-10-03 10:58:13,0.553s,PASSED
assert trim().equalsIgnoreCase(youtube.trim()),Firefox 117.0,,,2023-10-03 10:58:13,2023-10-03 10:58:13,0.004s,PASSED
assert trim().equalsIgnoreCase(linkedin.trim()),Firefox 117.0,,,2023-10-03 10:58:13,2023-10-03 10:58:13,0.001s,PASSED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMS-005,Firefox 117.0,User melakukan edit sosial media instagram dan tidak melakukan simpan perubahan,,2023-10-03 10:58:13,2023-10-03 10:58:43,29.188s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 10:58:15,2023-10-03 10:58:33,17.815s,PASSED
"verifyElementPresent(findTestObject(""edit sosial media/verifikasi masuk halaman biodata diri""), 0)",Firefox 117.0,,,2023-10-03 10:58:33,2023-10-03 10:58:33,0.603s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 10:58:33,2023-10-03 10:58:35,1.760s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 10:58:35,2023-10-03 10:58:36,1.326s,PASSED
"clearText(findTestObject(""edit sosial media/input_Instagram_c""))",Firefox 117.0,,,2023-10-03 10:58:36,2023-10-03 10:58:37,0.897s,PASSED
"setText(findTestObject(""edit sosial media/input_Instagram_c""), insta)",Firefox 117.0,,,2023-10-03 10:58:37,2023-10-03 10:58:38,0.978s,PASSED
"click(findTestObject(""edit sosial media/li_Profile""))",Firefox 117.0,,,2023-10-03 10:58:38,2023-10-03 10:58:40,1.583s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 10:58:40,2023-10-03 10:58:42,1.719s,PASSED
"instag = getText(findTestObject(""Object Repository/hasil sosmed/hasil Instagram_c""))",Firefox 117.0,,,2023-10-03 10:58:42,2023-10-03 10:58:42,0.845s,PASSED
assert insta == instag,Firefox 117.0,,,2023-10-03 10:58:42,2023-10-03 10:58:43,0.016s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMD-001,Firefox 117.0,User melakukan delete hasil edit sosial media,,2023-10-03 10:58:43,2023-10-03 10:59:36,53.854s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-ESMS-001""), [""Facebook"":""Runarun"", ""Twitter"":""Runaya71"", ""Instagram"":""Runarun"", ""Whatsapp"":""+6281122223333"", ""Telegram"":""@Runaya71"", ""Youtube"":""Runarun"", ... ], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 10:58:45,2023-10-03 10:59:23,38.614s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 10:59:23,2023-10-03 10:59:25,1.356s,PASSED
"clearText(findTestObject(""edit sosial media/input_Facebook_a""))",Firefox 117.0,,,2023-10-03 10:59:25,2023-10-03 10:59:26,0.785s,PASSED
"clearText(findTestObject(""edit sosial media/input_Twitter_b""))",Firefox 117.0,,,2023-10-03 10:59:26,2023-10-03 10:59:26,0.556s,PASSED
"clearText(findTestObject(""edit sosial media/input_Instagram_c""))",Firefox 117.0,,,2023-10-03 10:59:26,2023-10-03 10:59:27,0.649s,PASSED
"clearText(findTestObject(""edit sosial media/input_Whatsapp_d""))",Firefox 117.0,,,2023-10-03 10:59:27,2023-10-03 10:59:27,0.573s,PASSED
"clearText(findTestObject(""edit sosial media/input_Telegram_e""))",Firefox 117.0,,,2023-10-03 10:59:27,2023-10-03 10:59:28,0.452s,PASSED
"clearText(findTestObject(""edit sosial media/input_Youtube_f""))",Firefox 117.0,,,2023-10-03 10:59:28,2023-10-03 10:59:28,0.474s,PASSED
"clearText(findTestObject(""edit sosial media/input_LinkedIn_g""))",Firefox 117.0,,,2023-10-03 10:59:28,2023-10-03 10:59:29,0.491s,PASSED
"clearText(findTestObject(""edit sosial media/input_Google_h""))",Firefox 117.0,,,2023-10-03 10:59:29,2023-10-03 10:59:29,0.566s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 10:59:29,2023-10-03 10:59:31,1.666s,PASSED
"face = getText(findTestObject(""Object Repository/hasil sosmed/hasil facebook_a""))",Firefox 117.0,,,2023-10-03 10:59:31,2023-10-03 10:59:32,0.927s,PASSED
"twit = getText(findTestObject(""hasil sosmed/hasil twitter_b""))",Firefox 117.0,,,2023-10-03 10:59:32,2023-10-03 10:59:33,0.630s,PASSED
"insta = getText(findTestObject(""hasil sosmed/hasil Instagram_c""))",Firefox 117.0,,,2023-10-03 10:59:33,2023-10-03 10:59:33,0.580s,PASSED
"wa = getText(findTestObject(""hasil sosmed/hasil whatsapp d""))",Firefox 117.0,,,2023-10-03 10:59:33,2023-10-03 10:59:34,0.667s,PASSED
"tele = getText(findTestObject(""hasil sosmed/hasil Telegram e""))",Firefox 117.0,,,2023-10-03 10:59:34,2023-10-03 10:59:34,0.732s,PASSED
"yout = getText(findTestObject(""hasil sosmed/hasil youtube f""))",Firefox 117.0,,,2023-10-03 10:59:34,2023-10-03 10:59:35,0.486s,PASSED
"lin = getText(findTestObject(""hasil sosmed/hasil linkedin g""))",Firefox 117.0,,,2023-10-03 10:59:35,2023-10-03 10:59:36,0.577s,PASSED
"goo = getText(findTestObject(""hasil sosmed/hasil google h""))",Firefox 117.0,,,2023-10-03 10:59:36,2023-10-03 10:59:36,0.811s,PASSED
assert trim().equalsIgnoreCase(facebook.trim()),Firefox 117.0,,,2023-10-03 10:59:36,2023-10-03 10:59:36,0.020s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMF-001,Firefox 117.0,user melakukan edit sosial media pada facebook namun saat menginputkan usernamenya menggunakan spasi,,2023-10-03 10:59:37,2023-10-03 11:00:03,26.646s,ERROR
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 10:59:38,2023-10-03 10:59:57,19.049s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 10:59:57,2023-10-03 10:59:59,1.452s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 10:59:59,2023-10-03 11:00:00,1.706s,PASSED
"click(findTestObject(""edit sosial media/input_Facebook_a""))",Firefox 117.0,,,2023-10-03 11:00:00,2023-10-03 11:00:01,0.926s,PASSED
"setText(findTestObject(""edit sosial media/input_Facebook_a""), facebook, OPTIONAL)",Firefox 117.0,,,2023-10-03 11:00:01,2023-10-03 11:00:03,1.335s,PASSED
webDriver = getWebDriver(),Firefox 117.0,,,2023-10-03 11:00:03,2023-10-03 11:00:03,0.123s,PASSED
AlertText = alert().getText(),Firefox 117.0,,,2023-10-03 11:00:03,2023-10-03 11:00:03,0.431s,ERROR
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMF-002,Firefox 117.0,user melakukan edit sosial media dengan menginputkan nomor Whatsapp mengandung karakter huruf,,2023-10-03 11:00:03,2023-10-03 11:00:29,25.460s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 11:00:05,2023-10-03 11:00:20,15.865s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 11:00:20,2023-10-03 11:00:22,1.288s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 11:00:22,2023-10-03 11:00:24,1.839s,PASSED
"clearText(findTestObject(""edit sosial media/input_Whatsapp_d""))",Firefox 117.0,,,2023-10-03 11:00:24,2023-10-03 11:00:24,0.733s,PASSED
"setText(findTestObject(""edit sosial media/input_Whatsapp_d""), Whatsapp)",Firefox 117.0,,,2023-10-03 11:00:24,2023-10-03 11:00:25,1.112s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 11:00:25,2023-10-03 11:00:27,1.432s,PASSED
"verifyTextPresent(""Please input an valid phone number"", false)",Firefox 117.0,,,2023-10-03 11:00:27,2023-10-03 11:00:29,1.851s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMF-003,Firefox 117.0,user melakukan edit sosial media linkedin namun saat input hanya menggunakan 1 karakter spesial/huruf saja,,2023-10-03 11:00:29,2023-10-03 11:00:55,26.167s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 11:00:31,2023-10-03 11:00:47,16.078s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 11:00:47,2023-10-03 11:00:48,1.497s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 11:00:48,2023-10-03 11:00:50,1.753s,PASSED
"clearText(findTestObject(""edit sosial media/input_LinkedIn_g""))",Firefox 117.0,,,2023-10-03 11:00:50,2023-10-03 11:00:51,0.802s,PASSED
"setText(findTestObject(""edit sosial media/input_LinkedIn_g""), LinkedIn)",Firefox 117.0,,,2023-10-03 11:00:51,2023-10-03 11:00:51,0.787s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 11:00:51,2023-10-03 11:00:53,1.712s,PASSED
"verifyTextPresent(""plese input an valid username"", false)",Firefox 117.0,,,2023-10-03 11:00:53,2023-10-03 11:00:55,1.775s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMF-004,Firefox 117.0,User melakukan edit media sosial pada bagian telegram namun tidak menyertakan @ di awal username,,2023-10-03 11:00:55,2023-10-03 11:01:20,25.428s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 11:00:57,2023-10-03 11:01:13,16.121s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 11:01:13,2023-10-03 11:01:14,1.416s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 11:01:14,2023-10-03 11:01:16,1.914s,PASSED
"clearText(findTestObject(""edit sosial media/input_Telegram_e""))",Firefox 117.0,,,2023-10-03 11:01:16,2023-10-03 11:01:17,0.796s,PASSED
"setText(findTestObject(""edit sosial media/input_Telegram_e""), Telegram)",Firefox 117.0,,,2023-10-03 11:01:17,2023-10-03 11:01:18,0.826s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 11:01:18,2023-10-03 11:01:19,1.749s,PASSED
webDriver = getWebDriver(),Firefox 117.0,,,2023-10-03 11:01:19,2023-10-03 11:01:19,0.001s,PASSED
"field_telegram = webDriver.findElement(By.xpath(""(.//*[normalize-space(text()) and normalize-space(.)=""Telegram""])[1]/following::div[1]""))",Firefox 117.0,,,2023-10-03 11:01:19,2023-10-03 11:01:20,0.850s,PASSED
"error_message = webDriver.executeScript(""return arguments[0].validationMessage"", field_telegram)",Firefox 117.0,,,2023-10-03 11:01:20,2023-10-03 11:01:20,0.037s,PASSED
println(error_message),Firefox 117.0,,,2023-10-03 11:01:20,2023-10-03 11:01:20,0.079s,PASSED
"assert error_message == ""please include an '@' in the first place username""",Firefox 117.0,,,2023-10-03 11:01:20,2023-10-03 11:01:20,0.009s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMF-005,Firefox 117.0,User melakukan edit sosial media dengan menginputkan username instagram lebih dari 50 karakter/huruf,,2023-10-03 11:01:20,2023-10-03 11:01:47,26.537s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 11:01:22,2023-10-03 11:01:39,17.006s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 11:01:39,2023-10-03 11:01:41,1.584s,PASSED
"click(findTestObject(""edit sosial media/Edit Sosial Media""))",Firefox 117.0,,,2023-10-03 11:01:41,2023-10-03 11:01:42,1.540s,PASSED
"clearText(findTestObject(""edit sosial media/input_Instagram_c""))",Firefox 117.0,,,2023-10-03 11:01:42,2023-10-03 11:01:43,0.765s,PASSED
"setText(findTestObject(""edit sosial media/input_Instagram_c""), Instagram)",Firefox 117.0,,,2023-10-03 11:01:43,2023-10-03 11:01:44,1.280s,PASSED
"click(findTestObject(""edit sosial media/center_Simpan Sosial Media""))",Firefox 117.0,,,2023-10-03 11:01:44,2023-10-03 11:01:46,1.878s,PASSED
webDriver = getWebDriver(),Firefox 117.0,,,2023-10-03 11:01:46,2023-10-03 11:01:46,0.002s,PASSED
"field_insta = webDriver.findElement(By.xpath(""(.//*[normalize-space(text()) and normalize-space(.)=""Instagram""])[1]/following::div[1]""))",Firefox 117.0,,,2023-10-03 11:01:46,2023-10-03 11:01:47,0.706s,PASSED
"validationMessage = executeJavaScript(""return arguments[0].validationMessage;"", Arrays.asList(field_insta))",Firefox 117.0,,,2023-10-03 11:01:47,2023-10-03 11:01:47,0.239s,PASSED
"assert validationMessage == ""please input username not exceed 50 character""",Firefox 117.0,,,2023-10-03 11:01:47,2023-10-03 11:01:47,0.015s,FAILED
,,,,,,,
Test Cases/M05 -Edit Sosial Media/TC-ESMF-006,Firefox 117.0,User melakukan edit sosial media dengan mengnputkan pada google+ tidak menggunakan + diawal username,,2023-10-03 11:01:47,2023-10-03 11:02:14,26.763s,FAILED
"callTestCase(findTestCase(""M05 -Edit Sosial Media/TC-LS-001""), [:], STOP_ON_FAILURE)",Firefox 117.0,,,2023-10-03 11:01:49,2023-10-03 11:02:06,17.501s,PASSED
"click(findTestObject(""edit sosial media/a_Sosmed""))",Firefox 117.0,,,2023-10-03 11:02:06,2023-10-03 11:02:08,1.463s,PASSED
