Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
T08-Pendaftaran,Edge Chromium 116,,,2023-09-05 17:12:07,2023-09-05 17:18:16,6m - 8.636s,FAILED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-Pendaftaran-Success-001,Edge Chromium 116,User melakukan pendaftaran melalui menu Register dan  berhasil melakukan pendaftaran akun,,2023-09-05 17:12:08,2023-09-05 17:12:39,31.181s,PASSED
openBrowser(urlWeb),Edge Chromium 116,,,2023-09-05 17:12:09,2023-09-05 17:12:21,12.439s,PASSED
maximizeWindow(),Edge Chromium 116,,,2023-09-05 17:12:21,2023-09-05 17:12:22,0.566s,PASSED
"verifyElementPresent(findTestObject(""verifikasi halaman tajalapak sebelum daftar""), 0)",Edge Chromium 116,,,2023-09-05 17:12:22,2023-09-05 17:12:23,0.980s,PASSED
"click(findTestObject(""Pendaftaran/button Register""))",Edge Chromium 116,,,2023-09-05 17:12:23,2023-09-05 17:12:25,1.479s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi masuk helamaan daftar""), 0)",Edge Chromium 116,,,2023-09-05 17:12:25,2023-09-05 17:12:25,0.643s,PASSED
"setText(findTestObject(""Pendaftaran/input username""), username)",Edge Chromium 116,,,2023-09-05 17:12:25,2023-09-05 17:12:27,1.378s,PASSED
"setText(findTestObject(""Pendaftaran/input email""), email)",Edge Chromium 116,,,2023-09-05 17:12:27,2023-09-05 17:12:28,1.166s,PASSED
"setText(findTestObject(""Pendaftaran/input Nomor Telephon""), noHP)",Edge Chromium 116,,,2023-09-05 17:12:28,2023-09-05 17:12:29,1.339s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Edge Chromium 116,,,2023-09-05 17:12:29,2023-09-05 17:12:30,1.209s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Edge Chromium 116,,,2023-09-05 17:12:30,2023-09-05 17:12:31,0.885s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input konfirmasi password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Edge Chromium 116,,,2023-09-05 17:12:31,2023-09-05 17:12:32,0.816s,PASSED
"click(findTestObject(""Pendaftaran/button_Daftar""))",Edge Chromium 116,,,2023-09-05 17:12:32,2023-09-05 17:12:36,4.048s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi berhasil daftar""), 0)",Edge Chromium 116,,,2023-09-05 17:12:36,2023-09-05 17:12:37,0.606s,PASSED
"usn = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil username NEW""), ""value"")",Edge Chromium 116,,,2023-09-05 17:12:37,2023-09-05 17:12:37,0.725s,PASSED
"Email = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil email""), ""value"")",Edge Chromium 116,,,2023-09-05 17:12:37,2023-09-05 17:12:38,0.632s,PASSED
"nomorHp = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil nomor hp""), ""value"")",Edge Chromium 116,,,2023-09-05 17:12:38,2023-09-05 17:12:39,0.617s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Edge Chromium 116,,,2023-09-05 17:12:39,2023-09-05 17:12:39,0.587s,PASSED
assert trim().equalsIgnoreCase(usn.trim()),Edge Chromium 116,,,2023-09-05 17:12:39,2023-09-05 17:12:39,0.007s,PASSED
assert trim().equalsIgnoreCase(Email.trim()),Edge Chromium 116,,,2023-09-05 17:12:39,2023-09-05 17:12:39,0.002s,PASSED
assert trim().equalsIgnoreCase(nomorHp.trim()),Edge Chromium 116,,,2023-09-05 17:12:39,2023-09-05 17:12:39,0.000s,PASSED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-Pendaftaran-Success-002,Edge Chromium 116,User melakukan pendaftaran melalui menu Login dan memilih bagian Daftar sekarang! dan berhasil melakukan pendaftaran,,2023-09-05 17:12:39,2023-09-05 17:13:07,27.600s,PASSED
openBrowser(urlWeb),Edge Chromium 116,,,2023-09-05 17:12:40,2023-09-05 17:12:49,8.238s,PASSED
maximizeWindow(),Edge Chromium 116,,,2023-09-05 17:12:49,2023-09-05 17:12:49,0.226s,PASSED
"click(findTestObject(""Pendaftaran/a_Login""))",Edge Chromium 116,,,2023-09-05 17:12:49,2023-09-05 17:12:50,0.885s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi MASUK di halaman Login""), 0)",Edge Chromium 116,,,2023-09-05 17:12:50,2023-09-05 17:12:50,0.587s,PASSED
"click(findTestObject(""Pendaftaran/a_Daftar sekarang""))",Edge Chromium 116,,,2023-09-05 17:12:50,2023-09-05 17:12:52,1.383s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi masuk helamaan daftar""), 0)",Edge Chromium 116,,,2023-09-05 17:12:52,2023-09-05 17:12:52,0.604s,PASSED
