Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
T08-Pendaftaran,Firefox 117.0,,,2023-10-03 10:04:00,2023-10-03 10:14:13,10m - 12.873s,FAILED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-PS-001,Firefox 117.0,User melakukan pendaftaran melalui menu Register dan  berhasil melakukan pendaftaran akun,,2023-10-03 10:04:01,2023-10-03 10:04:30,29.504s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-10-03 10:04:01,2023-10-03 10:04:14,12.804s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-10-03 10:04:14,2023-10-03 10:04:14,0.117s,PASSED
"verifyElementPresent(findTestObject(""verifikasi halaman tajalapak sebelum daftar""), 0)",Firefox 117.0,,,2023-10-03 10:04:14,2023-10-03 10:04:15,0.584s,PASSED
"click(findTestObject(""Pendaftaran/button Register""))",Firefox 117.0,,,2023-10-03 10:04:15,2023-10-03 10:04:17,1.623s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi masuk helamaan daftar""), 0)",Firefox 117.0,,,2023-10-03 10:04:17,2023-10-03 10:04:17,0.833s,PASSED
"setText(findTestObject(""Pendaftaran/input username""), username)",Firefox 117.0,,,2023-10-03 10:04:17,2023-10-03 10:04:18,0.982s,PASSED
"setText(findTestObject(""Pendaftaran/input email""), email)",Firefox 117.0,,,2023-10-03 10:04:18,2023-10-03 10:04:19,1.035s,PASSED
"setText(findTestObject(""Pendaftaran/input Nomor Telephon""), noHP)",Firefox 117.0,,,2023-10-03 10:04:19,2023-10-03 10:04:21,1.146s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Firefox 117.0,,,2023-10-03 10:04:21,2023-10-03 10:04:21,0.835s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Firefox 117.0,,,2023-10-03 10:04:21,2023-10-03 10:04:22,0.777s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input konfirmasi password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Firefox 117.0,,,2023-10-03 10:04:22,2023-10-03 10:04:23,0.725s,PASSED
"click(findTestObject(""Pendaftaran/button_Daftar""))",Firefox 117.0,,,2023-10-03 10:04:23,2023-10-03 10:04:27,4.206s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi berhasil daftar""), 0)",Firefox 117.0,,,2023-10-03 10:04:27,2023-10-03 10:04:28,0.676s,PASSED
"usn = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil username NEW""), ""value"")",Firefox 117.0,,,2023-10-03 10:04:28,2023-10-03 10:04:28,0.591s,PASSED
"Email = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil email""), ""value"")",Firefox 117.0,,,2023-10-03 10:04:28,2023-10-03 10:04:29,0.498s,PASSED
"nomorHp = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil nomor hp""), ""value"")",Firefox 117.0,,,2023-10-03 10:04:29,2023-10-03 10:04:29,0.596s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Firefox 117.0,,,2023-10-03 10:04:29,2023-10-03 10:04:30,0.524s,PASSED
assert trim().equalsIgnoreCase(usn.trim()),Firefox 117.0,,,2023-10-03 10:04:30,2023-10-03 10:04:30,0.006s,PASSED
assert trim().equalsIgnoreCase(Email.trim()),Firefox 117.0,,,2023-10-03 10:04:30,2023-10-03 10:04:30,0.002s,PASSED
assert trim().equalsIgnoreCase(nomorHp.trim()),Firefox 117.0,,,2023-10-03 10:04:30,2023-10-03 10:04:30,0.002s,PASSED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-PS-002,Firefox 117.0,User melakukan pendaftaran melalui menu Login dan memilih bagian Daftar sekarang! dan berhasil melakukan pendaftaran,,2023-10-03 10:04:30,2023-10-03 10:04:59,29.026s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-10-03 10:04:31,2023-10-03 10:04:42,10.790s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-10-03 10:04:42,2023-10-03 10:04:42,0.042s,PASSED
"click(findTestObject(""Pendaftaran/a_Login""))",Firefox 117.0,,,2023-10-03 10:04:42,2023-10-03 10:04:43,0.873s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi MASUK di halaman Login""), 0)",Firefox 117.0,,,2023-10-03 10:04:43,2023-10-03 10:04:43,0.576s,PASSED
"click(findTestObject(""Pendaftaran/a_Daftar sekarang""))",Firefox 117.0,,,2023-10-03 10:04:43,2023-10-03 10:04:45,1.459s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi masuk helamaan daftar""), 0)",Firefox 117.0,,,2023-10-03 10:04:45,2023-10-03 10:04:46,0.772s,PASSED
"setText(findTestObject(""Pendaftaran/input username""), username)",Firefox 117.0,,,2023-10-03 10:04:46,2023-10-03 10:04:46,0.858s,PASSED
"setText(findTestObject(""Pendaftaran/input email""), email)",Firefox 117.0,,,2023-10-03 10:04:46,2023-10-03 10:04:47,1.021s,PASSED
"setText(findTestObject(""Pendaftaran/input Nomor Telephon""), noHP)",Firefox 117.0,,,2023-10-03 10:04:47,2023-10-03 10:04:48,1.088s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Firefox 117.0,,,2023-10-03 10:04:48,2023-10-03 10:04:49,0.823s,PASSED
"check(findTestObject(""Pendaftaran/pilihan Wanita_jenis_kelamin""))",Firefox 117.0,,,2023-10-03 10:04:49,2023-10-03 10:04:50,0.873s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input password""), ""qbkrdMwyWE4="")",Firefox 117.0,,,2023-10-03 10:04:50,2023-10-03 10:04:51,0.596s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input konfirmasi password""), ""qbkrdMwyWE4="")",Firefox 117.0,,,2023-10-03 10:04:51,2023-10-03 10:04:51,0.665s,PASSED
"click(findTestObject(""Pendaftaran/button_Daftar""))",Firefox 117.0,,,2023-10-03 10:04:51,2023-10-03 10:04:56,4.399s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi berhasil daftar NEW""), 0)",Firefox 117.0,,,2023-10-03 10:04:56,2023-10-03 10:04:57,0.797s,PASSED
"usn = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil username NEW""), ""value"")",Firefox 117.0,,,2023-10-03 10:04:57,2023-10-03 10:04:57,0.617s,PASSED
"Email = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil email""), ""value"")",Firefox 117.0,,,2023-10-03 10:04:57,2023-10-03 10:04:58,0.697s,PASSED
