Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
T08-Pendaftaran,Firefox 117.0,,,2023-10-03 10:37:52,2023-10-03 10:47:36,9m - 43.755s,FAILED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-PS-001,Firefox 117.0,User melakukan pendaftaran melalui menu Register dan  berhasil melakukan pendaftaran akun,,2023-10-03 10:37:53,2023-10-03 10:38:23,29.432s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-10-03 10:37:54,2023-10-03 10:38:08,13.644s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-10-03 10:38:08,2023-10-03 10:38:08,0.111s,PASSED
"verifyElementPresent(findTestObject(""verifikasi halaman tajalapak sebelum daftar""), 0)",Firefox 117.0,,,2023-10-03 10:38:08,2023-10-03 10:38:09,0.761s,PASSED
"click(findTestObject(""Pendaftaran/button Register""))",Firefox 117.0,,,2023-10-03 10:38:09,2023-10-03 10:38:10,1.373s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi masuk helamaan daftar""), 0)",Firefox 117.0,,,2023-10-03 10:38:10,2023-10-03 10:38:11,0.695s,PASSED
"setText(findTestObject(""Pendaftaran/input username""), username)",Firefox 117.0,,,2023-10-03 10:38:11,2023-10-03 10:38:12,0.816s,PASSED
"setText(findTestObject(""Pendaftaran/input email""), email)",Firefox 117.0,,,2023-10-03 10:38:12,2023-10-03 10:38:13,0.887s,PASSED
"setText(findTestObject(""Pendaftaran/input Nomor Telephon""), noHP)",Firefox 117.0,,,2023-10-03 10:38:13,2023-10-03 10:38:14,0.982s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Firefox 117.0,,,2023-10-03 10:38:14,2023-10-03 10:38:14,0.865s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Firefox 117.0,,,2023-10-03 10:38:14,2023-10-03 10:38:15,0.989s,PASSED
"setEncryptedText(findTestObject(""Pendaftaran/input konfirmasi password""), ""8MbLm3cRDkc/jsWL6sX6LA=="")",Firefox 117.0,,,2023-10-03 10:38:15,2023-10-03 10:38:16,0.598s,PASSED
"click(findTestObject(""Pendaftaran/button_Daftar""))",Firefox 117.0,,,2023-10-03 10:38:16,2023-10-03 10:38:20,4.271s,PASSED
"verifyElementPresent(findTestObject(""Pendaftaran/verifikasi berhasil daftar""), 0)",Firefox 117.0,,,2023-10-03 10:38:20,2023-10-03 10:38:21,0.740s,PASSED
"usn = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil username NEW""), ""value"")",Firefox 117.0,,,2023-10-03 10:38:21,2023-10-03 10:38:21,0.442s,PASSED
"Email = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil email""), ""value"")",Firefox 117.0,,,2023-10-03 10:38:21,2023-10-03 10:38:22,0.519s,PASSED
"nomorHp = getAttribute(findTestObject(""Object Repository/Pendaftaran/hasil nomor hp""), ""value"")",Firefox 117.0,,,2023-10-03 10:38:22,2023-10-03 10:38:22,0.417s,PASSED
"if (toString().equalsIgnoreCase(""Perempuan""))",Firefox 117.0,,,2023-10-03 10:38:22,2023-10-03 10:38:23,0.451s,PASSED
assert trim().equalsIgnoreCase(usn.trim()),Firefox 117.0,,,2023-10-03 10:38:23,2023-10-03 10:38:23,0.004s,PASSED
assert trim().equalsIgnoreCase(Email.trim()),Firefox 117.0,,,2023-10-03 10:38:23,2023-10-03 10:38:23,0.002s,PASSED
assert trim().equalsIgnoreCase(nomorHp.trim()),Firefox 117.0,,,2023-10-03 10:38:23,2023-10-03 10:38:23,0.001s,PASSED
,,,,,,,
Test Cases/T08 - Pendaftaran/TC-PS-002,Firefox 117.0,User melakukan pendaftaran melalui menu Login dan memilih bagian Daftar sekarang! dan berhasil melakukan pendaftaran,,2023-10-03 10:38:23,2023-10-03 10:38:51,28.061s,PASSED
openBrowser(urlWeb),Firefox 117.0,,,2023-10-03 10:38:24,2023-10-03 10:38:34,10.706s,PASSED
maximizeWindow(),Firefox 117.0,,,2023-10-03 10:38:34,2023-10-03 10:38:35,0.039s,PASSED
